,_id,Date,Name of the Page,Url,Person Name,Person Url,Likes Counts,Comments Counts,Share Counts,Likes_Comments_Shares_Counts,Comments,Comments_Only
1724,62f0a9cb63da2312df896234,2022-08-06,Lyca Productions,https://www.facebook.com/watch/?v=381888414072378,,,['thirumavalavan280 and 158 others'],[],['1.6K views'],"['thirumavalavan280 and 158 others', '1.6K views']",,['']
1725,62f0a9cb63da2312df896235,2022-08-06,Lyca Productions,https://www.facebook.com/watch/?v=2012640145607587,,,['Varikalin Kaviyam and 48 others'],[],['1.2K views'],"['Varikalin Kaviyam and 48 others', '1.2K views']",,['']
1726,62f0a9cb63da2312df896236,2022-08-06,Lyca Productions,https://www.facebook.com/watch/?v=1459292001161244,,,['28'],[],['310 views'],"['28', '310 views']",,['']
1727,62f0a9cb63da2312df896237,2022-08-06,Lyca Productions,https://www.facebook.com/watch/?v=1738604873156180,,,['49'],[],['637 views'],"['49', '637 views']",,['']
1728,62f0aa1763da2312df89623a,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Krishnamoorthy Rama,https://www.facebook.com/krishnamoorthy.rama?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzgwMjczMzI3NDQzMjk2NA%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Krishnamoorthy Rama
இது அமரர் கல்கியின் அவர்களின் பொன்னியின் செல்வன் இல்லை
மணிரத்னதின் கதை
எதிர்பார்ப்பு அவசியம் தவிர்க்கவும்","['இது அமரர் கல்கியின் அவர்களின் பொன்னியின் செல்வன் இல்லை', 'மணிரத்னதின் கதை', 'எதிர்பார்ப்பு அவசியம் தவிர்க்கவும்']"
1729,62f0aa1763da2312df89623b,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,என்றும் உன் நினைவுகளோடு,https://www.facebook.com/krishna.kannan.9461?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzEwNDc2MzY4NTI1NTU3MTM%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"என்றும் உன் நினைவுகளோடு
Krishnamoorthy Rama எனக்கும் அப்படித்தான் தெரிகிறது பிரதர்","['என்றும் உன் நினைவுகளோடு', 'Krishnamoorthy Rama எனக்கும் அப்படித்தான் தெரிகிறது பிரதர்']"
1730,62f0aa1763da2312df89623c,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Viswanathan Udhyasankar,https://www.facebook.com/viswanathan.udhyasankar?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzE1Njc3MDI5NzY5NjUxNTE%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Viswanathan Udhyasankar
Madras Talkies சோழ வம்சத்தோட அடையாளம் திவிர சிவன் பக்தர்கள் ஆனால் இந்த படத்தில் யார் நெற்றியிலும் விபுதி இருப்பதாக தெரியவில்லை இதில் இருந்து தெரிகிறது இயக்குனர் இவ்வளவு மட்டமனவர்.
சாட்சி… See more","['Viswanathan Udhyasankar', 'Madras Talkies சோழ வம்சத்தோட அடையாளம் திவிர சிவன் பக்தர்கள் ஆனால் இந்த படத்தில் யார் நெற்றியிலும் விபுதி இருப்பதாக தெரியவில்லை இதில் இருந்து தெரிகிறது இயக்குனர் இவ்வளவு மட்டமனவர்.', 'சாட்சி… See more']"
1731,62f0aa1763da2312df89623d,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Rajeswari Wordsworth,https://www.facebook.com/nrajeswari?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzYxMTYwOTU1NzI2MDI0MA%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Rajeswari Wordsworth
ட்ரெஸ் லூசு மாதிரி இருக்கு, வந்தியத் தேவனாம்!","['Rajeswari Wordsworth', 'ட்ரெஸ் லூசு மாதிரி இருக்கு, வந்தியத் தேவனாம்!']"
1732,62f0aa1763da2312df89623e,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Vimal Chandran,https://www.facebook.com/vimal.jg?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzYyNjE1MTkzODg2OTk2OQ%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Vimal Chandran
I expected somewhat realistic costumes and music. let's hope for better art direction","['Vimal Chandran', ""I expected somewhat realistic costumes and music. let's hope for better art direction""]"
1733,62f0aa1763da2312df89623f,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Yendrum Anbudan,https://www.facebook.com/yendrum.anbudan.3?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzQ2MTM4NjQyNTUwNjIwOQ%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Yendrum Anbudan
திருநீறு இல்லாத வந்தியத்தேவன்","['Yendrum Anbudan', 'திருநீறு இல்லாத வந்தியத்தேவன்']"
1734,62f0aa1763da2312df896240,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,சிவா தமிழ்தேசியன்,https://www.facebook.com/siva.hr?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzgwNzYwNzY1NzA2ODk5Nw%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"சிவா தமிழ்தேசியன்
எங்கப்பா திருநீற்று பட்டைய காணும் ஓஓஓ நாமகுரூபா சரிசரி","['சிவா தமிழ்தேசியன்', 'எங்கப்பா திருநீற்று பட்டைய காணும் ஓஓஓ நாமகுரூபா சரிசரி']"
1735,62f0aa1763da2312df896241,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Lelukshan Arunasalam,https://www.facebook.com/lelukshan.arunasalam?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzczNjQ4ODUzMDk3OTAwMA%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Lelukshan Arunasalam
நீறில்லா நெற்றி பாழ்........!","['Lelukshan Arunasalam', 'நீறில்லா நெற்றி பாழ்........!']"
1736,62f0aa1763da2312df896242,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Shaik Abdul Rehamani,https://www.facebook.com/SHAIKABDULREHAMANS.A.R?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzYwMDMxMTY4ODIxMzI0Mw%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Shaik Abdul Rehamani
వాటర్ మార్క్ లేకుండా పెట్టు రా సాంబార్","['Shaik Abdul Rehamani', 'వాటర్ మార్క్ లేకుండా పెట్టు రా సాంబార్']"
1737,62f0aa1763da2312df896243,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Latha Pirabaharan,https://www.facebook.com/latha.pirabaharan?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzQyNzMyMjUxNjAxOTQ5Mw%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Latha Pirabaharan
எப்ப September வரும்","['Latha Pirabaharan', 'எப்ப September வரும்']"
1738,62f0aa1763da2312df896244,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Vijendra Forr Youu,https://www.facebook.com/vijendra.kanthasamy?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzEyMjY1ODk3ODQ4NDY3MzE%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Vijendra Forr Youu
Last Thursday ஆடி திருநாள் இல்ல
ஆடி அமாவாசை
Madras Talkies","['Last Thursday ஆடி திருநாள் இல்ல', 'ஆடி அமாவாசை', 'Madras Talkies']"
1739,62f0aa1763da2312df896245,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Abhyudaya Sharma,https://www.facebook.com/abhyudaya.sharma.71?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzM1NzYxNTE0MzIxNzM3OQ%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Abhyudaya Sharma
When is the Music release date?","['Abhyudaya Sharma', 'When is the Music release date?']"
1740,62f0aa1763da2312df896246,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Sakthivel Subramanian,https://www.facebook.com/sakthivel.subramanian.16?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0Xzk5NjkzOTI0MTAwMDM1OQ%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Sakthivel Subramanian
Waiting for album","['Sakthivel Subramanian', 'Waiting for album']"
1741,62f0aa1763da2312df896247,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Sugumar Ktm,https://www.facebook.com/sugumar.ktm?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzE1MzQ0MDU4MDM2NDYxNzM%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Sugumar Ktm
ஆவலுடன் காத்திருக்கிறேன்.","['Sugumar Ktm', 'ஆவலுடன் காத்திருக்கிறேன்.']"
1742,62f0aa1763da2312df896248,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,சீனிக்கடைமுக்கம் ம.முருகேசன்,https://www.facebook.com/profile.php?id=100022972188500&comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzEwNjgwMjM1MTcyNTEwOTM%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"சீனிக்கடைமுக்கம் ம.முருகேசன்
காத்திருக்கிறோம்","['சீனிக்கடைமுக்கம் ம.முருகேசன்', 'காத்திருக்கிறோம்']"
1743,62f0aa1763da2312df896249,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Murali Srinivasan,https://www.facebook.com/act.murali?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzkxOTI0OTk4OTAzMjg5Mg%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Murali Srinivasan
Wow.... Waiting to watch the flim..","['Murali Srinivasan', 'Wow.... Waiting to watch the flim..']"
1744,62f0aa1763da2312df89624a,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,எலைட் சங்கி,https://www.facebook.com/profile.php?id=100050262284803&comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzM2OTAzNzIwMzQ1MjI0Nzk%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"எலைட் சங்கி
நீறில்லா நெற்றி பாழ்.....","['எலைட் சங்கி', 'நீறில்லா நெற்றி பாழ்.....']"
1745,62f0aa1763da2312df89624b,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,ஆசிரியர் தாடி முருகன்,https://www.facebook.com/murugan.thaadi?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzUyNDM0ODk2MTkwNjM1Nzg%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],ஆசிரியர் தாடி முருகன்,['ஆசிரியர் தாடி முருகன்']
1746,62f0aa1763da2312df89624c,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Suganya Jerald,https://www.facebook.com/suganya.jerald.3?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzMyNzgzMDE2ODU3Nzg0MDk%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Suganya Jerald
Waiting","['Suganya Jerald', 'Waiting']"
1747,62f0aa1763da2312df89624d,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Za Jahan,https://www.facebook.com/za.jahan.9?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzQ3NDk1MTk0Nzc5NTY1Mw%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"Za Jahan
Who is the lyricist of the song?
Why Vairamuthu is not on board?","['Za Jahan', 'Who is the lyricist of the song?', 'Why Vairamuthu is not on board?']"
1748,62f0aa1763da2312df89624e,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,JP Țhə Pəŕfećt Ķīłłər,https://www.facebook.com/sivapatham.jehapriyan?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0Xzc4NTcwMDA0OTEwMjA1OA%3D%3D&__tn__=R*F,['1.5K\n1.5K'],['23 comments'],['53 shares'],['1.5K\n1.5K\n23 comments\n53 shares'],"JP Țhə Pəŕfećt Ķīłłər
waiting","['JP Țhə Pəŕfećt Ķīłłər', 'waiting']"
1749,62f0aa1763da2312df89624f,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768640907383/,Kanmani Manohar,https://www.facebook.com/kanmanimanohar?comment_id=Y29tbWVudDozMDU5NzY4NjQwOTA3MzgzXzEyNDY1NjA2Njk1MDIzMDk%3D&__tn__=R*F,['47\n47'],['1 comment'],[],['47\n47\n1 comment'],"Kanmani Manohar
Why ponni naadhi referred as cauveri in hindi","['Kanmani Manohar', 'Why ponni naadhi referred as cauveri in hindi']"
1750,62f0aa1763da2312df896250,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768744240706/,,,['58\n58'],[],[],['58\n58'],,['']
1751,62f0aa1763da2312df896251,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768804240700/,,,['32\n32'],[],['1 share'],['32\n32\n1 share'],,['']
1752,62f0aa1763da2312df896252,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3064446857106228/,Varun Sugavanam,https://www.facebook.com/varun.sugavanam?comment_id=Y29tbWVudDozMDY0NDQ3NTUzNzcyODI1XzU5MjU1ODA5MjQ4ODMwNg%3D%3D&__tn__=R*F,['325\n325'],['6 comments'],['15 shares'],['325\n325\n6 comments\n15 shares'],"Varun Sugavanam
Harish Vatsan","['Varun Sugavanam', 'Harish Vatsan']"
1753,62f0aa1763da2312df896253,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3064446857106228/,Varun Sugavanam,https://www.facebook.com/varun.sugavanam?comment_id=Y29tbWVudDozMDY0NDQ3NTUzNzcyODI1Xzc4OTk0MzkwMjQyNDIzMg%3D%3D&__tn__=R*F,['325\n325'],['6 comments'],['15 shares'],['325\n325\n6 comments\n15 shares'],"Varun Sugavanam
Janani Ganeshan this song is on my loop on and on and on and on
and this is the one that I was waiting for - making of ponni nadhi out at 5 pm today","['Varun Sugavanam', 'Janani Ganeshan this song is on my loop on and on and on and on', 'and this is the one that I was waiting for - making of ponni nadhi out at 5 pm today']"
1754,62f0aa1763da2312df896254,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3064446857106228/,Janani Ganeshan,https://www.facebook.com/janani.ganeshan.1994?comment_id=Y29tbWVudDozMDY0NDQ3NTUzNzcyODI1Xzc3OTM0ODg5ODQwMjY2NDU%3D&__tn__=R*F,['325\n325'],['6 comments'],['15 shares'],['325\n325\n6 comments\n15 shares'],"Janani Ganeshan
Varun Sugavanam I badly wanted to be there in the shooting spot","['Janani Ganeshan', 'Varun Sugavanam I badly wanted to be there in the shooting spot']"
1755,62f0aa1763da2312df896255,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3064446857106228/,Ravana Vijayan,https://www.facebook.com/ravana.vijayan.1?comment_id=Y29tbWVudDozMDY0NDQ3NTUzNzcyODI1XzEyMzYxODQ0MjM4ODIzNjQ%3D&__tn__=R*F,['325\n325'],['6 comments'],['15 shares'],['325\n325\n6 comments\n15 shares'],"Ravana Vijayan
Yar sir manimegalai role play panrathu","['Ravana Vijayan', 'Yar sir manimegalai role play panrathu']"
1756,62f0aa1763da2312df896256,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3064446857106228/,Ratheef Ahammed Refuon,https://www.facebook.com/ratheefahammed.refuon?comment_id=Y29tbWVudDozMDY0NDQ3NTUzNzcyODI1XzQzNDM4MDExMTc4MDEzMw%3D%3D&__tn__=R*F,['325\n325'],['6 comments'],['15 shares'],['325\n325\n6 comments\n15 shares'],"Ratheef Ahammed Refuon
Madras Talkies
Please kindly renew Nerukku Ner with Sun TV","['Ratheef Ahammed Refuon', 'Madras Talkies', 'Please kindly renew Nerukku Ner with Sun TV']"
1757,62f0aa1763da2312df896257,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3064446857106228/,KaLai S Mugilan,https://www.facebook.com/Mugi291124?comment_id=Y29tbWVudDozMDY0NDQ3NTUzNzcyODI1XzEwNjIyMTc5MjEzNTM1OTY%3D&__tn__=R*F,['325\n325'],['6 comments'],['15 shares'],['325\n325\n6 comments\n15 shares'],"KaLai S Mugilan
loop
bloody slow poison","['KaLai S Mugilan', 'loop', 'bloody slow poison']"
1758,62f0aa1763da2312df896258,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Parthasarathy Sundaravardan,https://www.facebook.com/parthasarathy.sundaravardan?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzUzMDM0ODgzODMwNjk1MTI%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Parthasarathy Sundaravardan
Cauver belt didn't have
தரிசு
கரிசல் Etc Etc..… See more
5","['தரிசு', 'கரிசல் Etc Etc..… See more', '5']"
1759,62f0aa1763da2312df896259,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Gom Ram,https://www.facebook.com/gomathy.ramachandran?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzE0NDkyOTE0MzU1NzA5MTY%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Gom Ram
Parthasarathy Sundaravardan exactly said it Right .. The song was not soulful ..","['Gom Ram', 'Parthasarathy Sundaravardan exactly said it Right .. The song was not soulful ..']"
1760,62f0aa1763da2312df89625a,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Cinema Galatta,https://www.facebook.com/cinemaullta/?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzYxNzYwNjI0MzExNTMzNA%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Cinema Galatta
Parthasarathy Sundaravardan I think you didn’t hear the song properly, this song for vanthiyadevan who traveling from Kanchipuram to thanjavur","['Cinema Galatta', 'Parthasarathy Sundaravardan I think you didn’t hear the song properly, this song for vanthiyadevan who traveling from Kanchipuram to thanjavur']"
1761,62f0aa1763da2312df89625b,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Sujatha Srimanushi,https://www.facebook.com/rajesuja16?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzI1Njc0Nzk4MzAwNDkxNzY%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Sujatha Srimanushi
This movie could have also be dubbed in English.","['Sujatha Srimanushi', 'This movie could have also be dubbed in English.']"
1762,62f0aa1763da2312df89625c,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Suresh Puttananjaiah,https://www.facebook.com/suresh.puttananjaiah.5?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzQyODY2MzY4OTE5NzIyMg%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Suresh Puttananjaiah
Flop for sure, producer wil loose!","['Suresh Puttananjaiah', 'Flop for sure, producer wil loose!']"
1763,62f0aa1763da2312df89625d,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Jegenth Raj Nadarajah Munusamy,https://www.facebook.com/JKNarchiFX?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzYxOTY0ODI1NjU0ODYwOQ%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Jegenth Raj Nadarajah Munusamy
Nice song..but i didn't know 1000 years ago, Indian men wore sleeveless tops.","['Jegenth Raj Nadarajah Munusamy', ""Nice song..but i didn't know 1000 years ago, Indian men wore sleeveless tops.""]"
1764,62f0aa1763da2312df89625e,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Smith AsmhYvs,https://www.facebook.com/sy.aseer16?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzU4NTk0NjM3OTg3MDU5Nw%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Smith AsmhYvs
Anyway, nice பனியன்","['Smith AsmhYvs', 'Anyway, nice பனியன்']"
1765,62f0aa1763da2312df89625f,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Ramya Kalyanaraman,https://www.facebook.com/ramya.shastri?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzU4ODYwNjY4Mjk2ODk2Mg%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Ramya Kalyanaraman
the novels starts with aadi perrukku! So happy PS-1 is here soon...cant wait","['Ramya Kalyanaraman', 'the novels starts with aadi perrukku! So happy PS-1 is here soon...cant wait']"
1766,62f0aa1763da2312df896260,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Gom Ram,https://www.facebook.com/gomathy.ramachandran?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzIyMDU1MzE1NDYyNzE2Nzk%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Gom Ram
Not interested ..will not see","['Gom Ram', 'Not interested ..will not see']"
1767,62f0aa1763da2312df896261,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Abdul Majeed Majeed,https://www.facebook.com/profile.php?id=100063794532408&comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzE0NzM4ODU3NjMxMTI0Njg%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],Abdul Majeed Majeed,['Abdul Majeed Majeed']
1768,62f0aa1763da2312df896262,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Peranandam Elangovan,https://www.facebook.com/peranandam.elangovan?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzU4Nzk5MDgyOTY2ODE4Nw%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],Peranandam Elangovan,['Peranandam Elangovan']
1769,62f0aa1763da2312df896263,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Raja Nunia,https://www.facebook.com/raja.nunia.96?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzEwMTQ3MjIyOTI1NDUzMDA%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],Raja Nunia,['Raja Nunia']
1770,62f0aa1763da2312df896264,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Haritaran Harish,https://www.facebook.com/haritaran.harish?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzEwMTE1Mzk3OTk0ODgxOTk%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Top fan
Haritaran Harish","['Top fan', 'Haritaran Harish']"
1771,62f0aa1763da2312df896265,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Sivakathirvel Gnanasambandham,https://www.facebook.com/sivakathirvelg?comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzEwOTcwNDUzODQ1MDQxNDY%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Sivakathirvel Gnanasambandham
And Mani Sir , Nandan Appa","['Sivakathirvel Gnanasambandham', 'And Mani Sir , Nandan Appa']"
1772,62f0aa1763da2312df896266,2022-08-06,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1567311133486482/3063747937176120/,Muthukumar,https://www.facebook.com/profile.php?id=100054445839643&comment_id=Y29tbWVudDozMDYzNzQ3OTYwNTA5NDUxXzYzNjcyMDc5ODAyNDI2MA%3D%3D&__tn__=R*F,['763'],['19 comments'],['41 shares'],['763\n19 comments\n41 shares'],"Muthukumar
Yes bro","['Muthukumar', 'Yes bro']"
